HPI,ISO,year
26.9,SGP,2013
0,LAO,2013
28.9,MDG,2013
27.7,KAZ,2013
18.7,ZAF,2013
28,SAU,2013
33.5,IRN,2013
21.2,BEN,2013
18.9,BFA,2013
27.3,TZA,2013
0,LBR,2013
27.6,RWA,2013
37,IND,2013
29.2,RUS,2013
34,HTI,2013
27.5,MWI,2013
34.5,YEM,2013
23.9,ARE,2013
0,TGO,2013
23.8,HKG,2013
24.6,TKM,2013
28.8,COD,2013
25.6,TTO,2013
22.2,LUX,2013
26.9,SLE,2013
25,KWT,2013
18.9,MLI,2013
0,NAM,2013
22.9,NGA,2013
20.2,MNG,2013
29.4,ZWE,2013
41.4,LBN,2013
33.3,ZMB,2013
0,QAT,2013
13.8,TCD,2013
26,AFG,2013
0,LSO,2013
16.9,BWA,2013
0,CAF,2013
0,BDI,2012
35.5,SDN,2012
0,VUT,2012
52.6,SWE,2012
52.1,SLV,2012
63.9,CRI,2012
47.6,NIC,2012
46.4,DNK,2012
48.3,ESP,2012
55.7,PAN,2012
48.3,FRA,2012
52.2,CHL,2012
40.8,PRT,2012
52.8,MDA,2012
40.8,HND,2012
47.6,NLD,2012
47.7,NOR,2012
51.5,GTM,2012
41.5,FIN,2012
42.1,ITA,2012
43.9,GBR,2012
39.2,ROU,2012
44.5,PHL,2012
42.1,ISR,2012
36.7,GRC,2012
40.2,SVN,2012
46,HRV,2012
51.2,THA,2012
38.5,TJK,2012
43,IRL,2012
50.1,DZA,2012
38.6,DOM,2012
50.6,PER,2012
41.3,CZE,2012
51.8,ALB,2012
51.5,BRA,2012
41.5,DEU,2012
49,VNM,2012
44.7,AUT,2012
42.3,MAR,2012
50.7,ECU,2012
44.1,JAM,2012
47.7,ARG,2012
41.5,NZL,2012
55.1,MEX,2012
40.4,UZB,2012
37.3,ARM,2012
33.9,HUN,2012
55.8,COL,2012
42.8,CHE,2012
38,JPN,2012
0,BTN,2012
37.7,CHN,2012
35.4,MKD,2012
38.7,KGZ,2012
38.9,TWN,2012
36.9,LTU,2012
37.7,SVK,2012
40.6,LKA,2012
40,ISL,2012
38.6,POL,2012
42.3,IDN,2012
0,MUS,2012
38.6,URY,2012
28.6,BHR,2012
37.1,BIH,2012
28.4,SEN,2012
33,AUS,2012
35.8,MLT,2012
43.3,BGD,2012
38.9,MYS,2012
34.1,LVA,2012
41.3,LBY,2012
35.6,BEL,2012
40.3,BLR,2012
41,TUN,2012
29.3,EST,2012
36.3,KOR,2012
30.8,BGR,2012
35.8,NPL,2012
35.8,CAN,2012
33.8,GEO,2012
36.5,CYP,2012
33.3,UKR,2012
32.5,KHM,2012
33.9,MNE,2012
27.2,COG,2012
32.1,SRB,2012
23.5,GAB,2012
34.3,AZE,2012
34.8,ETH,2012
40.5,PRY,2012
40,TUR,2012
39.1,PAK,2012
29.8,IRQ,2012
25.7,CMR,2012
0,MOZ,2012
36.4,GHA,2012
43,JOR,2012
45.7,VEN,2012
34.1,MRT,2012
0,CIV,2012
33.4,EGY,2012
31.3,USA,2012
40.4,BOL,2012
33.1,MMR,2012
21.1,GIN,2012
27.7,UGA,2012
31.4,KEN,2012
24.9,NER,2012
26.4,SGP,2012
36.8,LAO,2012
26.4,MDG,2012
28,KAZ,2012
26.2,ZAF,2012
27.5,SAU,2012
30.1,IRN,2012
19,BEN,2012
23.2,BFA,2012
27.8,TZA,2012
0,LBR,2012
26.2,RWA,2012
38.9,IND,2012
29,RUS,2012
32.2,HTI,2012
28.4,MWI,2012
33.7,YEM,2012
26.6,ARE,2012
0,TGO,2012
24,HKG,2012
25.4,TKM,2012
29.4,COD,2012
26.4,TTO,2012
21.5,LUX,2012
26,SLE,2012
24.1,KWT,2012
22.8,MLI,2012
0,NAM,2012
27.2,NGA,2012
21.6,MNG,2012
29.6,ZWE,2012
37.4,LBN,2012
30.8,ZMB,2012
19.6,QAT,2012
16.8,TCD,2012
27.1,AFG,2012
0,LSO,2012
22.9,BWA,2012
0,CAF,2012
23.3,BDI,2011
33.1,SDN,2011
0,VUT,2011
50.6,SWE,2011
42.1,SLV,2011
63.8,CRI,2011
47.2,NIC,2011
45.9,DNK,2011
48.6,ESP,2011
58.7,PAN,2011
48.6,FRA,2011
53,CHL,2011
41.5,PRT,2011
52.6,MDA,2011
44.1,HND,2011
47.8,NLD,2011
0,NOR,2011
50.4,GTM,2011
40.2,FIN,2011
41.9,ITA,2011
44,GBR,2011
37.8,ROU,2011
44.6,PHL,2011
44.8,ISR,2011
37.7,GRC,2011
37.6,SVN,2011
39.4,HRV,2011
54.5,THA,2011
36.5,TJK,2011
42.8,IRL,2011
48,DZA,2011
43.5,DOM,2011
51.5,PER,2011
41,CZE,2011
54.8,ALB,2011
54.3,BRA,2011
40.1,DEU,2011
50.9,VNM,2011
44.1,AUT,2011
42.6,MAR,2011
49.2,ECU,2011
42.3,JAM,2011
50,ARG,2011
41.4,NZL,2011
52.4,MEX,2011
38.5,UZB,2011
37.3,ARM,2011
34.5,HUN,2011
56.9,COL,2011
0,CHE,2011
39.9,JPN,2011
0,BTN,2011
37.6,CHN,2011
37.3,MKD,2011
37.3,KGZ,2011
39.7,TWN,2011
34,LTU,2011
36.8,SVK,2011
40,LKA,2011
0,ISL,2011
36.9,POL,2011
41.1,IDN,2011
40.6,MUS,2011
41,URY,2011
27.5,BHR,2011
38,BIH,2011
29.5,SEN,2011
34.4,AUS,2011
36.9,MLT,2011
44.9,BGD,2011
39,MYS,2011
33.6,LVA,2011
0,LBY,2011
34.4,BEL,2011
38.5,BLR,2011
44.3,TUN,2011
29.7,EST,2011
41,KOR,2011
28.1,BGR,2011
32.2,NPL,2011
36.9,CAN,2011
34.4,GEO,2011
39.3,CYP,2011
33.5,UKR,2011
34.1,KHM,2011
32.7,MNE,2011
31.4,COG,2011
29.2,SRB,2011
24.4,GAB,2011
33.1,AZE,2011
0,ETH,2011
39.6,PRY,2011
39.3,TUR,2011
40.1,PAK,2011
30.6,IRQ,2011
26.4,CMR,2011
27.7,MOZ,2011
40.5,GHA,2011
45.3,JOR,2011
44.9,VEN,2011
34.8,MRT,2011
0,CIV,2011
33.3,EGY,2011
30.9,USA,2011
39.1,BOL,2011
0,MMR,2011
23.6,GIN,2011
30.7,UGA,2011
30.5,KEN,2011
30,NER,2011
27.4,SGP,2011
35.3,LAO,2011
33.1,MDG,2011
29.3,KAZ,2011
24,ZAF,2011
29.9,SAU,2011
30.7,IRN,2011
23.4,BEN,2011
28.5,BFA,2011
27.5,TZA,2011
0,LBR,2011
31.8,RWA,2011
38,IND,2011
28.1,RUS,2011
34.9,HTI,2011
24.6,MWI,2011
31.5,YEM,2011
26.9,ARE,2011
16.3,TGO,2011
26.7,HKG,2011
27.4,TKM,2011
28.4,COD,2011
27,TTO,2011
21.7,LUX,2011
25.3,SLE,2011
24.8,KWT,2011
24.6,MLI,2011
0,NAM,2011
24.6,NGA,2011
25.8,MNG,2011
26.3,ZWE,2011
41.7,LBN,2011
29.8,ZMB,2011
20.3,QAT,2011
18.4,TCD,2011
27,AFG,2011
16.7,LSO,2011
12.5,BWA,2011
14,CAF,2011
23,BDI,2010
33.9,SDN,2010
0,VUT,2010
50.6,SWE,2010
59.3,SLV,2010
64.7,CRI,2010
49.8,NIC,2010
44.9,DNK,2010
45.8,ESP,2010
59.3,PAN,2010
47.7,FRA,2010
54.9,CHL,2010
39.8,PRT,2010
51.6,MDA,2010
51.5,HND,2010
45.5,NLD,2010
0,NOR,2010
55.1,GTM,2010
38.4,FIN,2010
43.4,ITA,2010
43.1,GBR,2010
37.1,ROU,2010
44.3,PHL,2010
44.7,ISR,2010
38.9,GRC,2010
39.2,SVN,2010
41.6,HRV,2010
51.1,THA,2010
37.3,TJK,2010
43.2,IRL,2010
48.8,DZA,2010
38.6,DOM,2010
48.5,PER,2010
39.9,CZE,2010
50,ALB,2010
53.2,BRA,2010
40.5,DEU,2010
47,VNM,2010
43.4,AUT,2010
36.5,MAR,2010
49.5,ECU,2010
0,JAM,2010
47.9,ARG,2010
41.9,NZL,2010
51.9,MEX,2010
34,UZB,2010
38.4,ARM,2010
33,HUN,2010
56.2,COL,2010
0,CHE,2010
40.2,JPN,2010
0,BTN,2010
35.9,CHN,2010
32.6,MKD,2010
38.2,KGZ,2010
39,TWN,2010
33.3,LTU,2010
37.4,SVK,2010
38.8,LKA,2010
0,ISL,2010
38.3,POL,2010
44,IDN,2010
0,MUS,2010
40.2,URY,2010
32.9,BHR,2010
36.8,BIH,2010
33.2,SEN,2010
34.9,AUS,2010
35.6,MLT,2010
43.8,BGD,2010
37.6,MYS,2010
32.2,LVA,2010
0,LBY,2010
34,BEL,2010
38.3,BLR,2010
46.1,TUN,2010
28.3,EST,2010
36.7,KOR,2010
28.7,BGR,2010
36.4,NPL,2010
36.7,CAN,2010
34.3,GEO,2010
37.4,CYP,2010
33.7,UKR,2010
33.6,KHM,2010
35.7,MNE,2010
0,COG,2010
28.6,SRB,2010
0,GAB,2010
29.8,AZE,2010
0,ETH,2010
40.9,PRY,2010
41.6,TUR,2010
44,PAK,2010
33.1,IRQ,2010
26.7,CMR,2010
0,MOZ,2010
32.7,GHA,2010
45.4,JOR,2010
49.8,VEN,2010
34.6,MRT,2010
0,CIV,2010
37.1,EGY,2010
30.8,USA,2010
39,BOL,2010
0,MMR,2010
0,GIN,2010
25.2,UGA,2010
29.1,KEN,2010
26,NER,2010
26.4,SGP,2010
0,LAO,2010
0,MDG,2010
27,KAZ,2010
21.3,ZAF,2010
27.2,SAU,2010
0,IRN,2010
0,BEN,2010
22.7,BFA,2010
20.5,TZA,2010
29,LBR,2010
30.9,RWA,2010
40.6,IND,2010
28.2,RUS,2010
11.6,HTI,2010
27.9,MWI,2010
36.4,YEM,2010
27.3,ARE,2010
0,TGO,2010
26.7,HKG,2010
30.2,TKM,2010
25.7,COD,2010
0,TTO,2010
21.6,LUX,2010
22,SLE,2010
24.3,KWT,2010
18.7,MLI,2010
0,NAM,2010
22,NGA,2010
26.7,MNG,2010
21.5,ZWE,2010
40.4,LBN,2010
29.7,ZMB,2010
19.6,QAT,2010
14.2,TCD,2010
33.9,AFG,2010
0,LSO,2010
12.6,BWA,2010
12.9,CAF,2010
22.7,BDI,2009
33.7,SDN,2009
0,VUT,2009
51.8,SWE,2009
60,SLV,2009
68.8,CRI,2009
46.7,NIC,2009
44.2,DNK,2009
45.3,ESP,2009
57.3,PAN,2009
44.2,FRA,2009
55.5,CHL,2009
41.5,PRT,2009
51.7,MDA,2009
52.8,HND,2009
46.2,NLD,2009
0,NOR,2009
56.5,GTM,2009
41.4,FIN,2009
43.8,ITA,2009
42.8,GBR,2009
40.4,ROU,2009
43.9,PHL,2009
45.8,ISR,2009
38.1,GRC,2009
38.2,SVN,2009
39.6,HRV,2009
46.4,THA,2009
39.4,TJK,2009
40.1,IRL,2009
0,DZA,2009
44.3,DOM,2009
48.5,PER,2009
0,CZE,2009
51.8,ALB,2009
55.6,BRA,2009
40.7,DEU,2009
47.5,VNM,2009
43.9,AUT,2009
0,MAR,2009
51.7,ECU,2009
0,JAM,2009
47.4,ARG,2009
42.1,NZL,2009
53.1,MEX,2009
34.2,UZB,2009
36.3,ARM,2009
34.1,HUN,2009
55.5,COL,2009
41.4,CHE,2009
39.8,JPN,2009
0,BTN,2009
35.1,CHN,2009
34.1,MKD,2009
37.8,KGZ,2009
38.8,TWN,2009
35.8,LTU,2009
0,SVK,2009
37.2,LKA,2009
0,ISL,2009
38.1,POL,2009
43.9,IDN,2009
0,MUS,2009
40.4,URY,2009
31.1,BHR,2009
38.9,BIH,2009
32.7,SEN,2009
33.8,AUS,2009
38.2,MLT,2009
44.7,BGD,2009
37.6,MYS,2009
31.4,LVA,2009
0,LBY,2009
35.8,BEL,2009
39.9,BLR,2009
45.7,TUN,2009
27,EST,2009
36.1,KOR,2009
0,BGR,2009
41.5,NPL,2009
36.8,CAN,2009
32,GEO,2009
39.5,CYP,2009
34.6,UKR,2009
33.4,KHM,2009
34.2,MNE,2009
0,COG,2009
28.9,SRB,2009
0,GAB,2009
31.8,AZE,2009
0,ETH,2009
40.2,PRY,2009
40.4,TUR,2009
39.1,PAK,2009
31,IRQ,2009
27.4,CMR,2009
0,MOZ,2009
29.6,GHA,2009
47.2,JOR,2009
46.7,VEN,2009
32.2,MRT,2009
23.1,CIV,2009
40,EGY,2009
31.2,USA,2009
40.9,BOL,2009
0,MMR,2009
0,GIN,2009
27.7,UGA,2009
28.9,KEN,2009
26.3,NER,2009
25.4,SGP,2009
0,LAO,2009
0,MDG,2009
25.2,KAZ,2009
23,ZAF,2009
27.4,SAU,2009
0,IRN,2009
0,BEN,2009
21.7,BFA,2009
20.8,TZA,2009
28.8,LBR,2009
30.1,RWA,2009
36.5,IND,2009
27.5,RUS,2009
27.2,HTI,2009
31.4,MWI,2009
40,YEM,2009
25.1,ARE,2009
0,TGO,2009
26.8,HKG,2009
32.4,TKM,2009
23.2,COD,2009
0,TTO,2009
21.1,LUX,2009
17.1,SLE,2009
22.8,KWT,2009
20.1,MLI,2009
0,NAM,2009
23.3,NGA,2009
25.5,MNG,2009
15.2,ZWE,2009
41.2,LBN,2009
28.9,ZMB,2009
17.3,QAT,2009
13.3,TCD,2009
30.9,AFG,2009
0,LSO,2009
21.2,BWA,2009
0,CAF,2009
0,BDI,2006
0,SDN,2006
0,VUT,2006
0,SWE,2006
49.2,SLV,2006
64.4,CRI,2006
36.7,NIC,2006
0,DNK,2006
0,ESP,2006
50.7,PAN,2006
44.7,FRA,2006
51.5,CHL,2006
38.7,PRT,2006
48.2,MDA,2006
47.3,HND,2006
0,NLD,2006
45.1,NOR,2006
50.8,GTM,2006
36.7,FIN,2006
0,ITA,2006
0,GBR,2006
0,ROU,2006
42.2,PHL,2006
43.2,ISR,2006
0,GRC,2006
36.4,SVN,2006
0,HRV,2006
49.6,THA,2006
39,TJK,2006
33.8,IRL,2006
0,DZA,2006
41.9,DOM,2006
44.5,PER,2006
0,CZE,2006
0,ALB,2006
0,BRA,2006
0,DEU,2006
49.2,VNM,2006
40.3,AUT,2006
0,MAR,2006
44,ECU,2006
43.8,JAM,2006
46.4,ARG,2006
39.3,NZL,2006
0,MEX,2006
33.2,UZB,2006
37.6,ARM,2006
0,HUN,2006
53,COL,2006
40.5,CHE,2006
0,JPN,2006
0,BTN,2006
38.1,CHN,2006
0,MKD,2006
34.7,KGZ,2006
38.5,TWN,2006
36.1,LTU,2006
32.5,SVK,2006
41.7,LKA,2006
0,ISL,2006
0,POL,2006
40.6,IDN,2006
0,MUS,2006
37.4,URY,2006
0,BHR,2006
0,BIH,2006
31,SEN,2006
0,AUS,2006
0,MLT,2006
38.3,BGD,2006
42.8,MYS,2006
29.6,LVA,2006
0,LBY,2006
0,BEL,2006
37.4,BLR,2006
0,TUN,2006
26.8,EST,2006
32.5,KOR,2006
0,BGR,2006
38.3,NPL,2006
0,CAN,2006
29.9,GEO,2006
35.6,CYP,2006
30.5,UKR,2006
27.5,KHM,2006
0,MNE,2006
0,COG,2006
0,SRB,2006
0,GAB,2006
31.6,AZE,2006
0,ETH,2006
35.2,PRY,2006
0,TUR,2006
0,PAK,2006
0,IRQ,2006
20.3,CMR,2006
22.6,MOZ,2006
31.2,GHA,2006
0,JOR,2006
47.3,VEN,2006
0,MRT,2006
0,CIV,2006
0,EGY,2006
28.3,USA,2006
35.9,BOL,2006
0,MMR,2006
0,GIN,2006
19.9,UGA,2006
26.9,KEN,2006
20,NER,2006
19.1,SGP,2006
36.2,LAO,2006
28.1,MDG,2006
23.8,KAZ,2006
20,ZAF,2006
0,SAU,2006
0,IRN,2006
19.1,BEN,2006
18.9,BFA,2006
22.9,TZA,2006
0,LBR,2006
28.5,RWA,2006
42.9,IND,2006
25.6,RUS,2006
26.1,HTI,2006
19.9,MWI,2006
0,YEM,2006
19.6,ARE,2006
17.1,TGO,2006
24.5,HKG,2006
0,TKM,2006
0,COD,2006
24.4,TTO,2006
0,LUX,2006
14.3,SLE,2006
20.3,KWT,2006
19.7,MLI,2006
0,NAM,2006
20.7,NGA,2006
0,MNG,2006
11.2,ZWE,2006
38.7,LBN,2006
22.5,ZMB,2006
0,QAT,2006
11.3,TCD,2006
0,AFG,2006
0,LSO,2006
16.8,BWA,2006
0,CAF,2006
20.4,BDI,2008
0,SDN,2008
0,VUT,2008
49.7,SWE,2008
45.4,SLV,2008
60.4,CRI,2008
43.8,NIC,2008
43.8,DNK,2008
49.1,ESP,2008
56.6,PAN,2008
47.5,FRA,2008
47.7,CHL,2008
42.1,PRT,2008
51.5,MDA,2008
47,HND,2008
45.6,NLD,2008
45.7,NOR,2008
55.9,GTM,2008
38.7,FIN,2008
44.1,ITA,2008
41,GBR,2008
37.8,ROU,2008
41.3,PHL,2008
43,ISR,2008
41,GRC,2008
0,SVN,2008
38.9,HRV,2008
47.3,THA,2008
43.4,TJK,2008
38.7,IRL,2008
0,DZA,2008
39.1,DOM,2008
45.5,PER,2008
0,CZE,2008
48.3,ALB,2008
52.7,BRA,2008
38.6,DEU,2008
49.6,VNM,2008
41.9,AUT,2008
0,MAR,2008
46.4,ECU,2008
0,JAM,2008
43.3,ARG,2008
40.3,NZL,2008
51.6,MEX,2008
33.9,UZB,2008
39.3,ARM,2008
32.1,HUN,2008
54.3,COL,2008
0,CHE,2008
38.4,JPN,2008
0,BTN,2008
38.9,CHN,2008
34,MKD,2008
36.6,KGZ,2008
34.9,TWN,2008
33.5,LTU,2008
0,SVK,2008
41.6,LKA,2008
36.1,ISL,2008
37.5,POL,2008
38.9,IDN,2008
0,MUS,2008
35.4,URY,2008
0,BHR,2008
0,BIH,2008
34.4,SEN,2008
34.1,AUS,2008
0,MLT,2008
44.2,BGD,2008
39.7,MYS,2008
31.6,LVA,2008
0,LBY,2008
33.1,BEL,2008
35,BLR,2008
0,TUN,2008
28,EST,2008
32.6,KOR,2008
0,BGR,2008
37.5,NPL,2008
35.6,CAN,2008
33.4,GEO,2008
0,CYP,2008
32,UKR,2008
35.6,KHM,2008
32.8,MNE,2008
25,COG,2008
29.4,SRB,2008
0,GAB,2008
32.6,AZE,2008
0,ETH,2008
40,PRY,2008
38.6,TUR,2008
32.9,PAK,2008
30.1,IRQ,2008
24,CMR,2008
23.9,MOZ,2008
34.9,GHA,2008
39.2,JOR,2008
43.1,VEN,2008
30.1,MRT,2008
0,CIV,2008
36.7,EGY,2008
29.8,USA,2008
36.1,BOL,2008
0,MMR,2008
0,GIN,2008
26.7,UGA,2008
26.3,KEN,2008
25.3,NER,2008
25.1,SGP,2008
36.7,LAO,2008
33.8,MDG,2008
26.5,KAZ,2008
22.5,ZAF,2008
31,SAU,2008
32.8,IRN,2008
21.7,BEN,2008
20.5,BFA,2008
27.1,TZA,2008
28.5,LBR,2008
32.1,RWA,2008
41.5,IND,2008
28.8,RUS,2008
27.2,HTI,2008
29.6,MWI,2008
38.7,YEM,2008
0,ARE,2008
14.6,TGO,2008
23.9,HKG,2008
0,TKM,2008
0,COD,2008
27.4,TTO,2008
0,LUX,2008
12.3,SLE,2008
0,KWT,2008
20.3,MLI,2008
0,NAM,2008
22.5,NGA,2008
25.4,MNG,2008
8.7,ZWE,2008
38.1,LBN,2008
23.8,ZMB,2008
0,QAT,2008
18.9,TCD,2008
25.4,AFG,2008
0,LSO,2008
17.9,BWA,2008
0,CAF,2008
0,BDI,2007
0,SDN,2007
0,VUT,2007
47,SWE,2007
45.9,SLV,2007
65.7,CRI,2007
41.3,NIC,2007
42.1,DNK,2007
45.6,ESP,2007
56.5,PAN,2007
45.8,FRA,2007
47.7,CHL,2007
40.6,PRT,2007
45.1,MDA,2007
44.2,HND,2007
44.6,NLD,2007
44,NOR,2007
54.6,GTM,2007
36.7,FIN,2007
42.6,ITA,2007
38.8,GBR,2007
37.3,ROU,2007
45.7,PHL,2007
41.4,ISR,2007
42.7,GRC,2007
0,SVN,2007
39.9,HRV,2007
48.7,THA,2007
37.7,TJK,2007
35.6,IRL,2007
0,DZA,2007
41.2,DOM,2007
47.3,PER,2007
40.5,CZE,2007
45.2,ALB,2007
50.4,BRA,2007
38,DEU,2007
49.8,VNM,2007
41.4,AUT,2007
0,MAR,2007
43.3,ECU,2007
0,JAM,2007
44,ARG,2007
40.9,NZL,2007
49.9,MEX,2007
33.8,UZB,2007
40.7,ARM,2007
32,HUN,2007
54.1,COL,2007
0,CHE,2007
40.1,JPN,2007
0,BTN,2007
39.9,CHN,2007
34.3,MKD,2007
36.6,KGZ,2007
35.8,TWN,2007
34.1,LTU,2007
0,SVK,2007
42.3,LKA,2007
0,ISL,2007
37.9,POL,2007
41.7,IDN,2007
0,MUS,2007
37.1,URY,2007
0,BHR,2007
39.2,BIH,2007
34,SEN,2007
33.1,AUS,2007
0,MLT,2007
40.1,BGD,2007
43.9,MYS,2007
28.1,LVA,2007
0,LBY,2007
32.1,BEL,2007
37,BLR,2007
0,TUN,2007
26.8,EST,2007
34.5,KOR,2007
26.4,BGR,2007
40.2,NPL,2007
34.8,CAN,2007
30,GEO,2007
0,CYP,2007
32.4,UKR,2007
32.6,KHM,2007
33.8,MNE,2007
0,COG,2007
30.3,SRB,2007
0,GAB,2007
32.1,AZE,2007
0,ETH,2007
38.2,PRY,2007
41.8,TUR,2007
42.5,PAK,2007
0,IRQ,2007
23.9,CMR,2007
24.6,MOZ,2007
36.6,GHA,2007
44.2,JOR,2007
46,VEN,2007
29.1,MRT,2007
0,CIV,2007
44.1,EGY,2007
29.7,USA,2007
38.3,BOL,2007
0,MMR,2007
0,GIN,2007
25.6,UGA,2007
29.6,KEN,2007
24.7,NER,2007
26.5,SGP,2007
38.8,LAO,2007
31,MDG,2007
24.6,KAZ,2007
21.1,ZAF,2007
34.2,SAU,2007
34.3,IRN,2007
20.4,BEN,2007
20.8,BFA,2007
26.2,TZA,2007
24,LBR,2007
30.3,RWA,2007
40.4,IND,2007
26.9,RUS,2007
26.7,HTI,2007
28.1,MWI,2007
37,YEM,2007
0,ARE,2007
15.7,TGO,2007
25.1,HKG,2007
0,TKM,2007
0,COD,2007
26.1,TTO,2007
0,LUX,2007
15.1,SLE,2007
0,KWT,2007
20.1,MLI,2007
19.6,NAM,2007
22,NGA,2007
26.9,MNG,2007
8.3,ZWE,2007
40,LBN,2007
18.3,ZMB,2007
0,QAT,2007
15.7,TCD,2007
0,AFG,2007
0,LSO,2007
19.7,BWA,2007
13.8,CAF,2007
